datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,icon
2019-06-19,34.9,26.0,30.1,41.8,26.0,35.2,25.0,75.8,0.8,100,20.83,rain,36.0,22.3,298.2,1006.9,33.3,10.0,208.5,17.9,7,2019-06-19T05:31:52,2019-06-19T18:17:16,0.56,"Rain, Partially cloudy",rain
2019-06-20,35.0,27.0,30.4,43.4,31.7,37.4,26.0,78.6,28.0,100,4.17,rain,26.3,14.8,278.6,1006.3,36.0,9.3,235.0,20.1,8,2019-06-20T05:32:04,2019-06-20T18:17:30,0.59,"Rain, Partially cloudy",rain
2019-06-21,34.9,25.9,29.3,44.8,25.9,34.9,25.8,82.9,13.0,100,4.17,rain,25.2,20.5,290.8,1005.6,49.0,9.3,210.9,18.2,8,2019-06-21T05:32:17,2019-06-21T18:17:43,0.62,"Rain, Partially cloudy",rain
2019-06-22,34.0,25.0,29.2,43.4,25.0,34.6,25.7,82.3,5.4,100,33.33,rain,19.8,18.4,156.2,1004.6,48.5,9.1,175.1,15.1,6,2019-06-22T05:32:30,2019-06-22T18:17:56,0.66,"Rain, Partially cloudy",rain
2019-06-23,33.9,25.0,29.4,40.5,25.0,33.4,24.8,78.5,6.0,100,4.17,rain,25.2,18.4,173.6,1005.6,44.3,9.5,224.5,19.4,8,2019-06-23T05:32:43,2019-06-23T18:18:09,0.69,"Rain, Partially cloudy",rain
2019-06-24,32.9,24.1,28.4,40.5,24.1,33.5,25.4,84.6,4.0,100,29.17,rain,30.2,27.7,201.3,1007.8,34.9,9.5,164.3,14.0,5,2019-06-24T05:32:57,2019-06-24T18:18:21,0.72,"Rain, Partially cloudy",rain
2019-06-25,34.0,26.0,29.3,41.8,26.0,35.0,26.0,84.1,0.9,100,8.33,rain,32.8,24.1,227.0,1008.5,43.9,9.2,248.3,21.4,8,2019-06-25T05:33:10,2019-06-25T18:18:32,0.75,"Rain, Partially cloudy",rain
2019-06-26,33.9,26.0,29.1,43.4,26.0,34.6,25.7,82.8,8.6,100,41.67,rain,38.2,25.9,249.2,1007.9,44.3,9.4,192.4,16.8,7,2019-06-26T05:33:25,2019-06-26T18:18:43,0.79,"Rain, Partially cloudy",rain
2019-06-27,33.0,26.0,29.1,40.5,26.0,33.2,24.9,79.5,3.1,100,37.5,rain,51.5,22.3,254.2,1006.7,43.3,10.0,196.2,16.8,8,2019-06-27T05:33:39,2019-06-27T18:18:54,0.82,"Rain, Partially cloudy",rain
2019-06-28,30.9,24.1,27.9,40.5,24.1,32.8,25.7,87.8,0.5,100,4.17,rain,42.8,35.0,240.2,1006.8,49.1,9.5,152.4,13.1,6,2019-06-28T05:33:54,2019-06-28T18:19:04,0.85,"Rain, Partially cloudy",rain
2019-06-29,32.0,26.0,28.5,39.1,26.0,33.7,25.6,84.9,4.0,100,37.5,rain,42.8,40.7,242.2,1007.0,36.0,9.4,172.0,14.8,7,2019-06-29T05:34:09,2019-06-29T18:19:13,0.88,"Rain, Partially cloudy",rain
2019-06-30,31.9,26.9,28.3,39.0,30.5,33.5,25.6,86.0,0.4,100,4.17,rain,45.7,33.5,248.4,1006.7,37.0,8.8,165.7,14.5,7,2019-06-30T05:34:24,2019-06-30T18:19:22,0.92,"Rain, Partially cloudy",rain
2019-07-01,32.0,25.0,27.7,39.1,25.0,32.1,25.6,88.4,11.0,100,4.17,rain,68.4,35.3,252.3,1006.4,45.9,9.0,174.4,15.1,7,2019-07-01T05:34:39,2019-07-01T18:19:30,0.95,"Rain, Partially cloudy",rain
2019-07-02,32.9,26.0,28.5,40.5,26.0,33.8,26.1,87.9,6.5,100,25.0,rain,45.4,31.7,243.4,1005.8,37.5,9.3,151.8,13.1,7,2019-07-02T05:34:54,2019-07-02T18:19:38,0.98,"Rain, Partially cloudy",rain
2019-07-03,28.0,24.0,26.0,31.8,24.0,27.6,24.2,89.6,5.0,100,4.17,rain,51.1,31.7,248.4,1007.4,38.6,9.0,125.1,10.8,6,2019-07-03T05:35:10,2019-07-03T18:19:45,0.0,"Rain, Partially cloudy",rain
2019-07-04,31.0,23.0,26.6,37.6,23.0,29.1,24.3,87.8,37.0,100,8.33,rain,43.6,20.5,237.8,1009.0,45.9,9.4,214.8,18.4,7,2019-07-04T05:35:25,2019-07-04T18:19:51,0.05,"Rain, Partially cloudy",rain
2019-07-05,33.0,25.0,28.4,39.1,25.0,32.0,24.8,82.4,0.1,100,4.17,rain,33.1,18.4,263.1,1007.9,54.3,9.2,244.1,21.1,8,2019-07-05T05:35:41,2019-07-05T18:19:57,0.09,"Rain, Partially cloudy",rain
2019-07-06,33.0,25.0,28.2,39.1,25.0,31.1,24.3,81.1,8.0,100,4.17,rain,35.6,18.4,273.0,1007.4,45.9,9.6,257.5,22.3,9,2019-07-06T05:35:56,2019-07-06T18:20:02,0.12,"Rain, Partially cloudy",rain
2019-07-07,33.0,26.0,28.7,40.5,26.0,32.7,24.7,80.2,10.3,100,29.17,rain,29.5,16.6,253.1,1007.7,42.8,9.5,243.2,21.2,9,2019-07-07T05:36:12,2019-07-07T18:20:06,0.16,"Rain, Partially cloudy",rain
2019-07-08,34.0,26.0,29.2,40.5,26.0,34.3,25.3,81.1,9.4,100,12.5,rain,31.0,22.3,225.7,1008.7,53.8,9.5,239.9,20.5,9,2019-07-08T05:36:27,2019-07-08T18:20:10,0.19,"Rain, Partially cloudy",rain
2019-07-09,33.9,26.0,29.8,40.5,26.0,34.0,24.3,74.4,2.0,100,4.17,rain,37.8,22.3,248.3,1008.7,46.5,9.5,236.8,20.3,8,2019-07-09T05:36:43,2019-07-09T18:20:12,0.25,"Rain, Partially cloudy",rain
2019-07-10,34.0,26.0,30.0,39.2,26.0,35.1,24.9,76.0,0.5,100,16.67,rain,40.7,20.5,251.3,1008.5,51.7,9.9,271.2,23.2,9,2019-07-10T05:36:58,2019-07-10T18:20:14,0.26,"Rain, Partially cloudy",rain
2019-07-11,35.0,27.0,30.6,42.0,31.0,36.0,24.6,72.8,0.5,100,20.83,rain,27.0,18.4,260.9,1009.8,44.9,9.5,245.0,21.1,8,2019-07-11T05:37:14,2019-07-11T18:20:16,0.3,"Rain, Partially cloudy",rain
2019-07-12,34.0,27.0,30.1,40.5,31.0,35.1,24.5,74.3,1.6,100,25.0,rain,28.1,18.4,248.3,1009.2,37.0,9.6,250.6,21.7,8,2019-07-12T05:37:29,2019-07-12T18:20:16,0.33,"Rain, Partially cloudy",rain
2019-07-13,34.9,23.0,29.9,42.0,23.0,35.2,24.9,77.0,2.9,100,12.5,rain,48.2,25.9,248.6,1008.3,43.3,9.5,252.8,21.7,8,2019-07-13T05:37:44,2019-07-13T18:20:16,0.37,"Rain, Partially cloudy",rain
2019-07-14,34.9,26.0,29.2,41.8,26.0,34.0,24.9,79.3,3.0,100,4.17,rain,36.4,25.9,252.3,1006.6,45.4,9.8,236.1,20.4,8,2019-07-14T05:37:59,2019-07-14T18:20:15,0.4,"Rain, Partially cloudy",rain
2019-07-15,35.0,27.0,29.2,41.8,30.5,34.3,24.9,79.0,1.0,100,4.17,rain,35.3,27.7,260.3,1005.5,43.3,9.5,201.4,17.3,8,2019-07-15T05:38:14,2019-07-15T18:20:13,0.44,"Rain, Partially cloudy",rain
2019-07-16,33.0,24.0,28.0,40.5,24.0,32.3,25.3,86.3,5.0,100,8.33,rain,35.3,27.7,251.0,1005.3,53.8,8.8,167.2,14.5,7,2019-07-16T05:38:29,2019-07-16T18:20:10,0.48,"Rain, Partially cloudy",rain
2019-07-17,31.0,24.0,26.7,39.0,24.0,29.2,25.2,91.9,12.0,100,8.33,rain,34.9,16.6,251.6,1004.9,57.4,7.8,121.5,10.5,6,2019-07-17T05:38:43,2019-07-17T18:20:06,0.5,"Rain, Partially cloudy",rain
2019-07-18,32.0,24.9,28.1,40.5,24.9,32.2,25.2,84.8,4.0,100,4.17,rain,33.8,24.1,246.4,1004.9,51.7,9.8,150.1,13.0,6,2019-07-18T05:38:57,2019-07-18T18:20:02,0.54,"Rain, Partially cloudy",rain
2019-07-19,32.0,26.0,28.1,40.5,26.0,32.1,25.5,86.3,6.0,100,8.33,rain,34.6,22.3,243.1,1005.9,53.3,9.6,177.2,15.2,7,2019-07-19T05:39:11,2019-07-19T18:19:57,0.58,"Rain, Partially cloudy",rain
2019-07-20,32.9,27.0,29.1,40.5,30.5,34.9,25.7,82.4,3.0,100,8.33,rain,33.8,20.5,234.4,1007.0,44.8,9.7,228.6,19.8,8,2019-07-20T05:39:25,2019-07-20T18:19:51,0.61,"Rain, Partially cloudy",rain
2019-07-21,34.0,26.0,29.6,42.0,26.0,35.0,25.6,81.1,0.4,100,4.17,rain,28.1,14.8,264.9,1007.1,55.4,9.1,244.7,21.1,8,2019-07-21T05:39:38,2019-07-21T18:19:44,0.64,"Rain, Partially cloudy",rain
2019-07-22,34.0,25.9,28.8,41.8,25.9,33.1,25.2,82.4,18.0,100,4.17,rain,30.6,22.3,283.1,1007.1,43.8,9.0,253.4,21.8,9,2019-07-22T05:39:52,2019-07-22T18:19:36,0.67,"Rain, Partially cloudy",rain
2019-07-23,34.0,25.0,28.5,41.8,25.0,32.0,24.7,81.4,7.0,100,4.17,rain,27.7,24.1,283.2,1006.7,35.4,9.7,230.7,20.0,8,2019-07-23T05:40:04,2019-07-23T18:19:28,0.71,"Rain, Partially cloudy",rain
2019-07-24,33.9,24.0,28.5,42.1,24.0,32.6,24.7,81.8,33.8,100,8.33,rain,31.3,22.3,287.3,1007.7,42.2,9.3,241.7,20.8,8,2019-07-24T05:40:17,2019-07-24T18:19:18,0.74,"Rain, Partially cloudy",rain
2019-07-25,31.9,24.0,26.3,37.8,24.0,27.4,24.0,88.0,1.9,100,8.33,rain,27.4,27.7,268.5,1010.0,41.2,9.7,87.4,7.7,3,2019-07-25T05:40:29,2019-07-25T18:19:08,0.75,"Rain, Partially cloudy",rain
2019-07-26,33.9,25.0,28.1,38.2,25.0,30.1,23.2,76.8,0.7,100,12.5,rain,50.0,31.7,299.5,1008.6,43.8,9.0,259.6,22.5,9,2019-07-26T05:40:41,2019-07-26T18:18:57,0.81,"Rain, Partially cloudy",rain
2019-07-27,33.0,23.0,27.4,39.1,23.0,29.4,23.5,81.2,27.0,100,4.17,rain,37.1,18.4,291.1,1008.1,46.4,8.7,218.1,18.8,9,2019-07-27T05:40:53,2019-07-27T18:18:45,0.84,"Rain, Partially cloudy",rain
2019-07-28,32.9,24.0,26.8,40.5,24.0,29.4,25.0,90.7,13.0,100,12.5,rain,32.8,18.4,250.5,1008.0,39.1,8.4,150.9,13.0,6,2019-07-28T05:41:04,2019-07-28T18:18:32,0.87,"Rain, Partially cloudy",rain
2019-07-29,32.9,23.0,27.1,42.0,23.0,29.9,25.0,88.6,8.0,100,12.5,rain,42.5,29.5,250.3,1008.3,60.7,8.6,170.6,14.6,6,2019-07-29T05:41:15,2019-07-29T18:18:18,0.9,"Rain, Partially cloudy",rain
2019-07-30,32.9,25.0,28.4,40.5,25.0,32.8,25.4,84.3,0.9,100,4.17,rain,41.8,24.1,249.4,1006.6,43.3,8.8,136.1,11.6,7,2019-07-30T05:41:25,2019-07-30T18:18:04,0.94,"Rain, Partially cloudy",rain
2019-07-31,33.9,24.0,28.4,43.4,24.0,33.3,25.8,86.8,6.0,100,4.17,rain,56.2,31.7,253.5,1005.5,44.3,9.0,199.3,17.1,8,2019-07-31T05:41:36,2019-07-31T18:17:49,0.97,"Rain, Partially cloudy",rain
2019-08-01,33.0,25.9,28.3,40.5,25.9,32.6,25.0,83.2,9.0,100,4.17,rain,56.5,31.7,250.1,1006.9,43.3,9.3,193.5,16.7,7,2019-08-01T05:41:45,2019-08-01T18:17:32,0.0,"Rain, Partially cloudy",rain
2019-08-02,30.0,25.0,27.0,37.3,25.0,29.5,24.7,87.6,20.0,100,4.17,rain,58.3,29.5,246.3,1007.6,43.3,9.9,184.5,16.1,7,2019-08-02T05:41:55,2019-08-02T18:17:15,0.04,"Rain, Partially cloudy",rain
2019-08-03,31.0,25.0,27.2,37.6,25.0,29.7,24.7,86.7,5.0,100,4.17,rain,61.2,38.9,257.8,1006.7,44.3,9.6,180.3,15.4,7,2019-08-03T05:42:04,2019-08-03T18:16:58,0.07,"Rain, Partially cloudy",rain
2019-08-04,31.0,25.0,27.9,39.0,25.0,31.5,24.9,84.5,6.8,100,25.0,rain,60.1,31.7,255.8,1005.5,45.9,10.0,209.0,18.1,8,2019-08-04T05:42:12,2019-08-04T18:16:39,0.11,"Rain, Partially cloudy",rain
2019-08-05,31.0,25.0,27.2,39.0,25.0,29.3,25.1,88.9,6.0,100,8.33,rain,56.5,31.7,246.4,1005.9,44.3,9.5,189.0,16.3,8,2019-08-05T05:42:20,2019-08-05T18:16:20,0.14,"Rain, Partially cloudy",rain
2019-08-06,30.0,24.0,26.2,37.3,24.0,27.8,24.9,93.1,6.0,100,8.33,rain,59.4,29.5,256.0,1006.2,41.2,8.6,156.3,13.4,6,2019-08-06T05:42:28,2019-08-06T18:16:00,0.18,"Rain, Partially cloudy",rain
2019-08-07,29.0,24.0,26.2,34.4,24.0,28.1,24.6,91.4,18.0,100,12.5,rain,55.4,22.3,260.0,1005.3,44.8,8.7,148.6,12.9,6,2019-08-07T05:42:35,2019-08-07T18:15:39,0.21,"Rain, Partially cloudy",rain
2019-08-08,30.0,24.0,26.7,38.7,24.0,29.4,25.5,93.4,29.0,100,8.33,rain,46.8,22.3,250.8,1004.5,50.1,8.7,118.1,10.1,4,2019-08-08T05:42:42,2019-08-08T18:15:17,0.25,"Rain, Partially cloudy",rain
2019-08-09,29.0,24.0,26.4,34.4,24.0,28.1,24.6,90.4,4.0,100,4.17,rain,37.8,31.7,242.3,1003.8,53.3,9.8,138.7,12.0,5,2019-08-09T05:42:49,2019-08-09T18:14:54,0.28,"Rain, Partially cloudy",rain
2019-08-10,31.0,24.0,27.3,37.6,24.0,30.6,24.9,87.1,19.0,100,12.5,rain,45.0,24.1,238.1,1005.0,50.6,9.8,119.6,10.2,4,2019-08-10T05:42:55,2019-08-10T18:14:31,0.32,"Rain, Partially cloudy",rain
2019-08-11,29.0,26.0,27.4,34.4,26.0,31.4,25.4,89.0,45.0,100,12.5,rain,38.9,22.3,223.0,1006.8,44.8,9.4,135.6,11.8,6,2019-08-11T05:43:00,2019-08-11T18:14:07,0.35,"Rain, Partially cloudy",rain
2019-08-12,33.9,26.0,29.0,41.8,26.0,33.7,25.4,82.1,0.1,100,4.17,rain,40.0,22.3,235.7,1007.8,47.0,9.6,232.1,19.9,7,2019-08-12T05:43:06,2019-08-12T18:13:43,0.38,"Rain, Partially cloudy",rain
2019-08-13,32.0,26.0,29.0,40.5,26.0,34.2,25.5,82.8,14.0,100,4.17,rain,40.0,25.9,255.1,1008.5,41.2,9.5,247.0,21.4,9,2019-08-13T05:43:10,2019-08-13T18:13:17,0.42,"Rain, Partially cloudy",rain
2019-08-14,34.0,26.0,29.4,42.0,26.0,34.6,25.6,81.9,4.3,100,25.0,rain,36.4,20.5,259.2,1008.0,57.5,9.5,231.2,19.8,8,2019-08-14T05:43:15,2019-08-14T18:12:51,0.45,"Rain, Partially cloudy",rain
2019-08-15,33.9,27.0,29.6,40.5,31.0,35.6,25.6,80.2,2.3,100,25.0,rain,37.8,25.9,244.3,1007.9,52.3,9.7,234.3,20.4,8,2019-08-15T05:43:19,2019-08-15T18:12:24,0.5,"Rain, Partially cloudy",rain
2019-08-16,32.9,26.0,28.8,40.5,26.0,33.9,25.5,83.3,6.0,100,4.17,rain,39.2,25.9,220.4,1008.1,49.0,9.8,200.8,17.3,7,2019-08-16T05:43:23,2019-08-16T18:11:57,0.52,"Rain, Partially cloudy",rain
2019-08-17,31.9,25.9,28.2,42.1,25.9,33.0,25.7,87.0,21.0,100,8.33,rain,42.1,29.5,221.5,1009.5,40.7,9.2,208.2,18.2,7,2019-08-17T05:43:26,2019-08-17T18:11:29,0.56,"Rain, Partially cloudy",rain
2019-08-18,33.9,24.9,29.0,40.5,24.9,33.4,24.9,80.1,1.9,100,25.0,rain,34.2,16.6,262.8,1009.8,49.1,8.8,272.1,23.4,9,2019-08-18T05:43:29,2019-08-18T18:11:00,0.59,"Rain, Partially cloudy",rain
2019-08-19,34.9,26.0,29.9,41.8,26.0,35.2,25.3,78.2,0.0,0,0.0,rain,27.7,18.4,250.9,1007.7,50.7,9.4,241.5,20.9,8,2019-08-19T05:43:31,2019-08-19T18:10:31,0.62,Partially cloudy,partly-cloudy-day
2019-08-20,33.0,26.0,28.8,42.0,26.0,34.1,25.7,84.0,9.0,100,4.17,rain,50.0,29.5,239.3,1006.8,56.4,9.4,227.7,19.7,8,2019-08-20T05:43:33,2019-08-20T18:10:01,0.66,"Rain, Partially cloudy",rain
2019-08-21,31.0,25.0,27.5,39.0,25.0,31.4,25.5,89.1,5.0,100,8.33,rain,59.4,35.3,236.1,1007.8,44.5,9.4,223.6,19.3,9,2019-08-21T05:43:35,2019-08-21T18:09:30,0.69,"Rain, Partially cloudy",rain
2019-08-22,31.0,26.0,27.9,39.0,26.0,32.4,25.6,87.9,1.0,100,4.17,rain,38.2,24.1,238.5,1008.8,40.2,9.4,228.9,19.6,9,2019-08-22T05:43:37,2019-08-22T18:08:59,0.72,"Rain, Partially cloudy",rain
2019-08-23,33.0,25.0,28.5,43.7,25.0,32.2,25.1,83.1,1.0,100,4.17,rain,37.1,22.3,252.6,1008.8,49.6,9.6,196.1,16.9,6,2019-08-23T05:43:38,2019-08-23T18:08:27,0.75,"Rain, Partially cloudy",rain
2019-08-24,33.0,25.0,28.4,40.5,25.0,32.7,25.4,84.8,3.0,100,4.17,rain,38.9,20.5,269.5,1007.6,61.1,9.4,190.9,16.5,7,2019-08-24T05:43:38,2019-08-24T18:07:55,0.79,"Rain, Partially cloudy",rain
2019-08-25,31.9,26.0,27.7,39.1,26.0,31.1,25.4,88.1,9.5,100,50.0,rain,34.9,29.5,246.1,1007.5,59.5,9.8,156.3,13.5,7,2019-08-25T05:43:39,2019-08-25T18:07:22,0.82,"Rain, Partially cloudy",rain
2019-08-26,31.9,25.0,28.0,37.8,25.0,31.6,24.9,84.3,0.8,100,4.17,rain,43.9,20.5,270.1,1007.6,46.4,10.0,154.7,13.4,6,2019-08-26T05:43:39,2019-08-26T18:06:49,0.86,"Rain, Partially cloudy",rain
2019-08-27,34.0,25.0,29.3,40.5,25.0,33.4,24.8,78.7,2.8,100,20.83,rain,31.0,18.4,262.7,1006.5,44.9,10.0,254.0,22.1,8,2019-08-27T05:43:39,2019-08-27T18:06:15,0.89,"Rain, Partially cloudy",rain
2019-08-28,33.9,26.0,28.8,41.8,26.0,32.4,24.9,81.2,0.5,100,12.5,rain,31.0,33.5,275.0,1005.9,50.6,9.7,227.9,19.8,8,2019-08-28T05:43:38,2019-08-28T18:05:41,0.93,"Rain, Partially cloudy",rain
2019-08-29,30.0,24.0,26.3,38.7,24.0,28.2,25.4,95.1,8.9,100,12.5,rain,68.4,35.3,244.1,1004.5,63.8,8.6,107.7,9.2,5,2019-08-29T05:43:37,2019-08-29T18:05:07,0.96,"Rain, Partially cloudy",rain
2019-08-30,31.9,25.0,27.8,39.1,25.0,31.4,25.0,85.3,1.4,100,8.33,rain,60.5,31.7,216.4,1004.8,57.0,9.5,154.4,13.5,8,2019-08-30T05:43:36,2019-08-30T18:04:32,0.0,"Rain, Partially cloudy",rain
2019-08-31,32.9,25.0,28.7,42.0,25.0,32.7,24.6,79.7,3.1,100,8.33,rain,45.0,27.7,243.6,1006.5,49.6,10.0,211.2,18.3,8,2019-08-31T05:43:35,2019-08-31T18:03:56,0.03,"Rain, Partially cloudy",rain
2019-09-01,32.0,25.0,27.9,37.8,25.0,30.8,24.9,84.6,13.0,100,4.17,rain,43.2,29.5,262.5,1007.2,37.0,9.6,188.8,16.2,8,2019-09-01T05:43:33,2019-09-01T18:03:20,0.06,"Rain, Partially cloudy",rain
2019-09-02,30.9,25.0,27.7,36.4,25.0,30.5,24.8,85.3,3.2,100,54.17,rain,42.8,27.7,256.7,1006.3,42.7,10.0,92.0,8.0,5,2019-09-02T05:43:32,2019-09-02T18:02:44,0.09,"Rain, Partially cloudy",rain
2019-09-03,30.0,25.0,27.0,36.1,25.0,29.1,24.9,88.7,0.2,100,8.33,rain,50.0,29.5,255.6,1006.0,56.9,9.6,126.9,10.9,4,2019-09-03T05:43:30,2019-09-03T18:02:08,0.13,"Rain, Partially cloudy",rain
2019-09-04,30.0,24.0,26.3,38.7,24.0,28.5,25.0,92.6,19.2,100,8.33,rain,74.2,35.3,237.3,1006.8,58.5,9.0,206.2,17.8,9,2019-09-04T05:43:27,2019-09-04T18:01:31,0.16,"Rain, Partially cloudy",rain
2019-09-05,31.9,25.0,26.8,39.1,25.0,28.8,24.8,89.2,8.0,100,4.17,rain,56.2,27.7,248.6,1007.4,40.7,9.7,177.6,15.3,7,2019-09-05T05:43:25,2019-09-05T18:00:54,0.2,"Rain, Partially cloudy",rain
2019-09-06,33.0,25.0,28.1,39.1,25.0,31.0,24.4,82.0,6.1,100,16.67,rain,54.7,25.9,257.9,1007.5,45.4,9.9,224.8,19.5,8,2019-09-06T05:43:22,2019-09-06T18:00:16,0.25,"Rain, Partially cloudy",rain
2019-09-07,32.9,25.0,28.2,39.1,25.0,31.5,25.2,84.9,12.7,100,20.83,rain,43.9,22.3,269.1,1008.3,48.5,9.3,243.2,21.1,9,2019-09-07T05:43:20,2019-09-07T17:59:38,0.26,"Rain, Partially cloudy",rain
2019-09-08,31.0,25.0,27.7,40.5,25.0,31.6,25.7,89.1,0.2,100,4.17,rain,36.4,22.3,242.3,1008.8,41.7,8.8,202.0,17.2,7,2019-09-08T05:43:17,2019-09-08T17:59:00,0.3,"Rain, Partially cloudy",rain
2019-09-09,32.0,26.0,28.5,39.1,26.0,32.6,25.2,83.1,4.8,100,12.5,rain,40.3,25.9,238.7,1008.6,48.5,9.1,169.4,14.7,6,2019-09-09T05:43:14,2019-09-09T17:58:22,0.33,"Rain, Partially cloudy",rain
2019-09-10,32.0,25.0,28.6,39.0,25.0,32.5,24.9,81.7,3.4,100,20.83,rain,38.2,24.1,257.7,1009.8,44.3,9.5,270.6,23.6,9,2019-09-10T05:43:10,2019-09-10T17:57:44,0.37,"Rain, Partially cloudy",rain
2019-09-11,33.9,26.0,29.6,39.2,26.0,33.6,24.3,74.8,0.0,0,0.0,rain,32.8,20.5,273.7,1011.2,41.8,9.8,278.3,24.0,9,2019-09-11T05:43:07,2019-09-11T17:57:05,0.4,Partially cloudy,partly-cloudy-day
2019-09-12,34.0,26.0,29.6,40.5,26.0,34.7,24.7,76.0,0.1,100,4.17,rain,41.4,18.4,299.9,1009.6,37.0,9.8,254.7,22.1,8,2019-09-12T05:43:04,2019-09-12T17:56:27,0.43,"Rain, Partially cloudy",rain
2019-09-13,30.0,25.0,27.1,37.3,25.0,29.9,25.2,89.5,14.6,100,41.67,rain,42.1,25.9,266.5,1007.8,45.9,8.4,176.2,15.2,8,2019-09-13T05:43:00,2019-09-13T17:55:48,0.47,"Rain, Partially cloudy",rain
2019-09-14,31.0,23.0,26.4,39.0,23.0,28.4,24.2,88.2,11.5,100,12.5,rain,31.0,16.6,331.5,1007.3,52.2,7.9,113.1,9.8,5,2019-09-14T05:42:57,2019-09-14T17:55:09,0.5,"Rain, Partially cloudy",rain
2019-09-15,29.0,25.0,26.4,34.4,25.0,28.0,25.1,92.8,32.5,100,12.5,rain,40.7,22.3,244.9,1007.8,52.1,9.0,100.2,8.8,5,2019-09-15T05:42:53,2019-09-15T17:54:30,0.53,"Rain, Partially cloudy",rain
2019-09-16,30.9,24.0,26.7,39.0,24.0,29.2,25.3,92.4,4.0,100,4.17,rain,36.4,20.5,228.0,1006.5,40.6,9.2,138.8,12.0,6,2019-09-16T05:42:49,2019-09-16T17:53:51,0.57,"Rain, Partially cloudy",rain
2019-09-17,30.0,26.0,27.4,36.1,26.0,30.7,25.5,89.6,0.1,100,4.17,rain,42.5,22.3,243.0,1007.1,53.7,9.8,164.2,14.1,8,2019-09-17T05:42:46,2019-09-17T17:53:11,0.6,"Rain, Partially cloudy",rain
2019-09-18,29.0,25.0,26.2,35.5,25.0,27.4,25.1,93.9,11.2,100,8.33,rain,33.1,22.3,238.6,1008.6,59.6,8.5,99.5,8.4,3,2019-09-18T05:42:42,2019-09-18T17:52:32,0.64,"Rain, Partially cloudy",rain
2019-09-19,30.9,25.0,27.0,36.4,25.0,28.8,24.0,84.2,4.0,100,8.33,rain,42.5,25.9,232.3,1009.9,42.2,9.4,168.8,14.7,7,2019-09-19T05:42:39,2019-09-19T17:51:53,0.67,"Rain, Partially cloudy",rain
2019-09-20,31.0,25.0,27.1,37.6,25.0,29.5,24.8,87.6,1.0,100,4.17,rain,34.6,29.5,246.4,1009.3,46.4,7.2,205.1,17.7,8,2019-09-20T05:42:35,2019-09-20T17:51:14,0.71,"Rain, Partially cloudy",rain
2019-09-21,31.0,24.0,26.7,37.6,24.0,28.6,24.6,89.1,69.3,100,8.33,rain,19.8,24.1,227.6,1009.1,38.5,7.6,118.7,10.4,4,2019-09-21T05:42:32,2019-09-21T17:50:35,0.74,"Rain, Partially cloudy",rain
2019-09-22,30.0,25.0,27.1,36.1,25.0,29.6,24.8,88.0,4.1,100,8.33,rain,21.2,9.4,299.0,1010.8,45.8,7.0,211.2,18.2,8,2019-09-22T05:42:28,2019-09-22T17:49:55,0.75,"Rain, Partially cloudy",rain
2019-09-23,33.0,24.0,27.5,40.5,24.0,30.0,24.4,84.6,25.0,100,4.17,rain,23.8,20.5,66.3,1011.6,47.9,7.9,214.9,18.7,9,2019-09-23T05:42:25,2019-09-23T17:49:16,0.81,"Rain, Partially cloudy",rain
2019-09-24,33.0,24.0,28.8,40.5,24.0,32.6,24.4,78.7,0.4,100,8.33,rain,26.6,14.8,140.3,1010.9,50.7,7.6,268.1,23.2,9,2019-09-24T05:42:22,2019-09-24T17:48:38,0.84,"Rain, Partially cloudy",rain
2019-09-25,35.0,26.0,30.0,42.7,26.0,35.1,24.7,75.2,1.1,100,16.67,rain,32.8,16.6,109.4,1011.2,47.6,9.2,269.1,23.2,9,2019-09-25T05:42:19,2019-09-25T17:47:59,0.88,"Rain, Partially cloudy",rain
2019-09-26,33.9,23.0,27.9,40.5,23.0,31.7,25.2,86.3,0.5,100,4.17,rain,26.3,11.2,331.4,1011.8,47.4,7.4,239.5,20.7,9,2019-09-26T05:42:16,2019-09-26T17:47:20,0.91,"Rain, Partially cloudy",rain
2019-09-27,34.0,24.0,27.4,39.2,24.0,29.2,23.8,83.4,0.8,100,12.5,rain,22.3,46.0,15.9,1011.5,39.7,7.8,278.8,24.1,9,2019-09-27T05:42:13,2019-09-27T17:46:42,0.95,"Rain, Partially cloudy",rain
2019-09-28,33.0,25.0,27.9,39.1,25.0,30.5,24.4,83.1,6.6,100,37.5,rain,26.3,11.2,118.2,1011.1,43.8,7.8,197.0,17.0,7,2019-09-28T05:42:10,2019-09-28T17:46:03,0.98,"Rain, Partially cloudy",rain
2019-09-29,33.9,24.0,28.0,39.2,24.0,31.2,24.1,81.0,2.0,100,4.17,rain,20.9,16.6,235.0,1011.1,45.4,8.6,255.8,22.0,9,2019-09-29T05:42:08,2019-09-29T17:45:25,0.0,"Rain, Partially cloudy",rain
2019-09-30,31.0,24.9,27.3,39.0,24.9,30.2,24.9,87.3,2.5,100,16.67,rain,23.0,24.1,233.0,1009.9,42.7,7.7,243.9,21.1,9,2019-09-30T05:42:06,2019-09-30T17:44:48,0.05,"Rain, Partially cloudy",rain
