datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,icon
2015-01-01,31.0,23.0,26.6,31.3,23.0,26.9,17.9,60.4,0.0,0,0.0,rain,20.5,18.4,26.4,1012.5,52.6,8.5,230.6,19.9,8,2015-01-01T06:11:34,2015-01-01T17:41:42,0.36,Partially cloudy,partly-cloudy-day
2015-01-02,30.0,20.0,25.0,30.3,20.0,25.1,15.7,56.7,0.0,0,0.0,rain,21.6,13.0,332.0,1012.9,64.7,9.8,186.2,16.1,7,2015-01-02T06:11:58,2015-01-02T17:42:15,0.39,Partially cloudy,partly-cloudy-day
2015-01-03,32.0,23.0,26.7,33.4,23.0,27.4,18.9,63.3,0.2,100,8.33,rain,23.8,13.0,8.1,1011.9,51.5,9.5,185.8,16.0,8,2015-01-03T06:12:21,2015-01-03T17:42:47,0.43,"Rain, Partially cloudy",rain
2015-01-04,32.0,24.0,27.1,34.8,24.0,28.3,21.2,71.3,0.0,0,0.0,rain,22.7,13.0,233.9,1010.2,58.5,8.2,125.8,10.9,4,2015-01-04T06:12:44,2015-01-04T17:43:20,0.46,Partially cloudy,partly-cloudy-day
2015-01-05,30.9,25.0,26.7,33.6,25.0,27.8,22.0,76.3,6.0,100,4.17,rain,24.8,18.4,148.5,1009.9,78.5,8.7,163.4,14.1,8,2015-01-05T06:13:05,2015-01-05T17:43:53,0.5,"Rain, Partially cloudy",rain
2015-01-06,32.0,23.0,26.8,34.8,23.0,28.0,21.5,74.0,9.0,100,4.17,rain,26.6,13.0,119.3,1009.6,52.1,8.5,192.4,16.6,7,2015-01-06T06:13:26,2015-01-06T17:44:26,0.53,"Rain, Partially cloudy",rain
2015-01-07,32.0,24.0,27.4,34.8,24.0,28.8,21.6,72.5,0.6,100,16.67,rain,31.7,13.0,117.9,1010.1,55.0,8.5,168.0,14.5,7,2015-01-07T06:13:46,2015-01-07T17:44:58,0.57,"Rain, Partially cloudy",rain
2015-01-08,32.9,23.9,27.7,34.1,23.9,28.6,20.0,64.2,0.0,0,0.0,rain,20.5,13.0,120.4,1011.4,47.5,9.5,190.9,16.5,7,2015-01-08T06:14:05,2015-01-08T17:45:31,0.6,Partially cloudy,partly-cloudy-day
2015-01-09,32.0,22.0,27.1,32.9,22.0,27.8,19.0,62.7,0.0,0,0.0,rain,25.6,13.0,114.2,1012.1,46.7,10.4,223.0,19.2,9,2015-01-09T06:14:24,2015-01-09T17:46:03,0.63,Partially cloudy,partly-cloudy-day
2015-01-10,33.0,24.0,27.5,35.0,24.0,28.4,20.3,66.9,0.0,0,0.0,rain,19.1,16.6,280.7,1011.2,48.9,7.9,210.9,18.2,8,2015-01-10T06:14:41,2015-01-10T17:46:36,0.66,Partially cloudy,partly-cloudy-day
2015-01-11,30.0,24.0,26.8,32.5,24.0,27.7,21.0,71.2,0.2,100,8.33,rain,21.6,13.0,201.6,1011.1,50.1,8.5,214.6,18.5,8,2015-01-11T06:14:58,2015-01-11T17:47:08,0.7,"Rain, Partially cloudy",rain
2015-01-12,31.0,23.0,26.5,32.9,23.0,27.1,19.9,68.2,0.0,0,0.0,rain,30.6,16.6,178.7,1011.1,45.8,9.4,243.9,21.1,8,2015-01-12T06:15:13,2015-01-12T17:47:40,0.73,Partially cloudy,partly-cloudy-day
2015-01-13,32.0,23.0,26.5,34.1,23.0,27.2,20.4,71.0,0.0,0,0.0,rain,31.7,14.8,129.3,1011.9,38.1,9.1,234.5,20.1,8,2015-01-13T06:15:28,2015-01-13T17:48:11,0.75,Partially cloudy,partly-cloudy-day
2015-01-14,30.9,23.0,26.2,32.3,23.0,26.9,20.0,70.2,0.0,0,0.0,rain,26.6,13.0,229.6,1013.1,48.5,9.1,218.5,18.7,8,2015-01-14T06:15:42,2015-01-14T17:48:43,0.79,Partially cloudy,partly-cloudy-day
2015-01-15,31.9,18.0,24.8,30.9,18.0,24.7,16.0,60.3,0.0,0,0.0,rain,23.8,13.0,246.8,1013.6,26.5,10.4,255.7,22.1,9,2015-01-15T06:15:54,2015-01-15T17:49:14,0.83,Partially cloudy,partly-cloudy-day
2015-01-16,31.0,20.0,24.9,30.0,20.0,24.8,17.0,65.0,0.0,0,0.0,rain,25.9,16.6,175.9,1013.1,20.4,7.8,256.5,22.2,9,2015-01-16T06:16:06,2015-01-16T17:49:44,0.86,Partially cloudy,partly-cloudy-day
2015-01-17,31.9,21.0,25.6,32.3,21.0,25.8,17.9,64.8,0.0,0,0.0,rain,23.8,16.6,284.4,1013.0,34.6,8.2,249.3,21.6,9,2015-01-17T06:16:17,2015-01-17T17:50:15,0.89,Partially cloudy,partly-cloudy-day
2015-01-18,29.9,21.0,25.8,30.8,21.0,26.1,17.9,62.5,0.0,0,0.0,rain,28.4,14.8,277.5,1013.0,58.5,9.5,228.3,19.8,8,2015-01-18T06:16:27,2015-01-18T17:50:45,0.92,Partially cloudy,partly-cloudy-day
2015-01-19,29.0,20.0,24.9,29.4,20.0,25.1,17.7,65.1,0.0,0,0.0,rain,26.6,11.2,246.1,1013.7,52.9,8.8,211.5,18.2,8,2015-01-19T06:16:35,2015-01-19T17:51:14,0.96,Partially cloudy,partly-cloudy-day
2015-01-20,30.9,21.9,25.4,30.9,21.9,25.5,18.5,68.1,0.0,0,0.0,rain,21.2,13.0,315.4,1014.7,40.3,8.3,240.7,20.8,9,2015-01-20T06:16:43,2015-01-20T17:51:44,0.0,Partially cloudy,partly-cloudy-day
2015-01-21,32.0,20.0,25.6,31.5,20.0,25.7,18.3,67.3,0.0,0,0.0,rain,32.0,20.5,123.2,1015.7,20.9,7.4,253.4,21.8,9,2015-01-21T06:16:50,2015-01-21T17:52:12,0.02,Partially cloudy,partly-cloudy-day
2015-01-22,31.0,22.0,25.5,31.8,22.0,25.8,18.9,68.8,0.0,0,0.0,rain,29.9,16.6,154.6,1015.5,42.6,8.1,227.5,19.6,8,2015-01-22T06:16:55,2015-01-22T17:52:40,0.06,Partially cloudy,partly-cloudy-day
2015-01-23,31.0,20.0,25.1,30.9,20.0,25.2,17.4,64.3,0.0,0,0.0,rain,34.2,20.5,124.1,1013.4,26.8,8.5,247.5,21.4,9,2015-01-23T06:17:00,2015-01-23T17:53:08,0.09,Partially cloudy,partly-cloudy-day
2015-01-24,31.0,21.0,25.1,30.6,21.0,25.2,16.7,61.2,0.0,0,0.0,rain,27.7,18.4,139.2,1013.8,27.1,8.3,255.2,22.1,9,2015-01-24T06:17:03,2015-01-24T17:53:35,0.13,Partially cloudy,partly-cloudy-day
2015-01-25,31.0,20.0,25.1,30.6,20.0,25.1,16.7,61.7,0.0,0,0.0,rain,30.2,20.5,133.5,1014.0,24.0,8.7,255.2,22.1,9,2015-01-25T06:17:06,2015-01-25T17:54:02,0.16,Partially cloudy,partly-cloudy-day
2015-01-26,32.0,20.0,25.4,32.3,20.0,25.7,18.3,67.4,0.0,0,0.0,rain,28.8,20.5,141.3,1013.5,22.3,7.6,250.3,21.7,9,2015-01-26T06:17:07,2015-01-26T17:54:28,0.2,Partially cloudy,partly-cloudy-day
2015-01-27,32.1,22.0,26.3,32.5,22.0,26.5,18.3,63.5,0.0,0,0.0,rain,28.8,18.4,146.8,1011.8,23.4,8.8,252.9,21.9,9,2015-01-27T06:17:08,2015-01-27T17:54:54,0.25,Partially cloudy,partly-cloudy-day
2015-01-28,31.9,21.0,25.8,32.8,21.0,26.1,18.6,66.1,0.0,0,0.0,rain,30.2,18.4,137.8,1011.1,33.4,8.7,239.4,20.8,9,2015-01-28T06:17:07,2015-01-28T17:55:19,0.27,Partially cloudy,partly-cloudy-day
2015-01-29,32.9,21.0,26.0,34.5,21.0,26.6,19.2,67.9,0.0,0,0.0,rain,33.5,20.5,130.0,1011.8,21.9,8.4,236.6,20.5,9,2015-01-29T06:17:05,2015-01-29T17:55:44,0.3,Partially cloudy,partly-cloudy-day
2015-01-30,33.0,22.0,26.1,34.5,22.0,26.5,18.3,63.4,0.0,0,0.0,rain,34.9,24.1,126.5,1013.0,28.9,9.0,253.9,21.9,9,2015-01-30T06:17:02,2015-01-30T17:56:08,0.34,Partially cloudy,partly-cloudy-day
2015-01-31,31.9,21.0,26.0,31.5,21.0,26.1,16.7,58.3,0.0,0,0.0,rain,28.1,16.6,151.6,1013.8,35.2,9.3,268.1,23.2,9,2015-01-31T06:16:58,2015-01-31T17:56:31,0.37,Partially cloudy,partly-cloudy-day
2015-02-01,33.0,19.0,26.2,31.9,19.0,26.0,15.6,55.6,0.0,0,0.0,rain,38.9,20.5,90.0,1013.6,25.1,9.5,258.3,22.3,9,2015-02-01T06:16:54,2015-02-01T17:56:54,0.4,Partially cloudy,partly-cloudy-day
2015-02-02,33.9,20.0,26.8,33.2,20.0,26.8,17.0,58.6,0.0,0,0.0,rain,37.1,13.0,116.5,1014.0,32.3,8.8,264.9,22.8,9,2015-02-02T06:16:48,2015-02-02T17:57:16,0.44,Partially cloudy,partly-cloudy-day
2015-02-03,33.0,22.9,26.9,32.9,22.9,27.1,18.5,62.4,0.0,0,0.0,rain,31.3,18.4,144.5,1014.8,39.1,8.8,241.2,20.8,9,2015-02-03T06:16:41,2015-02-03T17:57:37,0.47,Partially cloudy,partly-cloudy-day
2015-02-04,33.0,22.0,26.6,32.2,22.0,26.7,17.6,60.2,0.0,0,0.0,rain,32.4,18.4,107.3,1014.1,49.9,10.0,254.6,21.9,9,2015-02-04T06:16:33,2015-02-04T17:57:58,0.5,Partially cloudy,partly-cloudy-day
2015-02-05,33.1,21.0,26.5,31.8,21.0,26.4,15.9,54.5,0.0,0,0.0,rain,30.6,20.5,93.5,1013.7,23.9,10.0,267.2,23.0,9,2015-02-05T06:16:24,2015-02-05T17:58:18,0.54,Partially cloudy,partly-cloudy-day
2015-02-06,31.9,19.9,25.4,31.2,19.9,25.3,15.7,57.1,0.0,0,0.0,rain,23.0,14.8,207.8,1014.0,19.6,10.1,277.4,23.9,9,2015-02-06T06:16:14,2015-02-06T17:58:38,0.57,Clear,clear-day
2015-02-07,31.0,20.9,25.1,30.6,20.9,25.2,17.3,64.4,0.0,0,0.0,rain,27.0,18.4,151.7,1013.6,29.5,7.3,264.9,23.0,9,2015-02-07T06:16:03,2015-02-07T17:58:57,0.61,Partially cloudy,partly-cloudy-day
2015-02-08,32.0,20.0,25.6,31.5,20.0,25.4,16.3,59.8,0.0,0,0.0,rain,28.1,18.4,114.3,1013.7,23.6,9.0,273.4,23.6,9,2015-02-08T06:15:51,2015-02-08T17:59:15,0.64,Partially cloudy,partly-cloudy-day
2015-02-09,32.0,19.0,25.5,30.9,19.0,25.3,16.2,59.9,0.0,0,0.0,rain,33.5,20.5,122.9,1014.6,20.5,8.0,259.3,22.5,9,2015-02-09T06:15:38,2015-02-09T17:59:33,0.67,Partially cloudy,partly-cloudy-day
2015-02-10,30.9,19.9,24.9,30.6,19.9,24.9,15.7,58.3,0.0,0,0.0,rain,32.0,16.6,147.8,1013.7,36.4,8.9,265.4,22.7,9,2015-02-10T06:15:24,2015-02-10T17:59:50,0.71,Partially cloudy,partly-cloudy-day
2015-02-11,31.9,20.0,25.2,30.9,20.0,25.2,16.0,58.9,0.0,0,0.0,rain,33.5,18.4,125.0,1012.4,24.0,7.6,245.8,21.2,9,2015-02-11T06:15:09,2015-02-11T18:00:06,0.74,Partially cloudy,partly-cloudy-day
2015-02-12,32.0,21.0,25.8,30.9,21.0,25.6,15.6,56.1,0.0,0,0.0,rain,36.4,20.5,140.5,1012.2,8.8,9.1,276.7,24.0,9,2015-02-12T06:14:53,2015-02-12T18:00:22,0.75,Clear,clear-day
2015-02-13,32.0,20.0,25.4,31.5,20.0,25.4,16.7,60.5,0.0,0,0.0,rain,34.9,20.5,140.2,1011.8,14.8,9.1,231.6,19.9,8,2015-02-13T06:14:37,2015-02-13T18:00:37,0.81,Clear,clear-day
2015-02-14,31.0,22.0,25.7,31.3,22.0,25.7,16.8,59.8,0.0,0,0.0,rain,32.0,22.3,139.6,1011.3,25.5,8.8,235.9,20.3,9,2015-02-14T06:14:19,2015-02-14T18:00:52,0.84,Partially cloudy,partly-cloudy-day
2015-02-15,31.9,22.0,25.7,32.8,22.0,26.1,18.9,67.7,0.0,0,0.0,rain,34.6,18.4,146.1,1011.9,40.0,8.3,262.1,22.5,9,2015-02-15T06:14:01,2015-02-15T18:01:05,0.87,Partially cloudy,partly-cloudy-day
2015-02-16,32.9,23.0,26.4,34.5,23.0,27.0,19.4,67.0,0.0,0,0.0,rain,32.4,20.5,148.9,1011.8,43.6,9.4,245.7,21.1,9,2015-02-16T06:13:41,2015-02-16T18:01:19,0.91,Partially cloudy,partly-cloudy-day
2015-02-17,32.0,23.0,26.7,32.3,23.0,27.0,18.8,64.3,0.0,0,0.0,rain,40.7,20.5,140.1,1011.0,41.2,10.4,268.1,23.2,9,2015-02-17T06:13:21,2015-02-17T18:01:31,0.94,Partially cloudy,partly-cloudy-day
2015-02-18,34.9,22.0,27.4,36.2,22.0,28.3,19.9,65.4,0.0,0,0.0,rain,33.5,20.5,139.4,1010.8,39.7,8.4,260.2,22.4,9,2015-02-18T06:13:00,2015-02-18T18:01:44,0.97,Partially cloudy,partly-cloudy-day
2015-02-19,32.0,25.0,27.9,33.6,25.0,28.8,19.7,61.5,1.3,100,16.67,rain,26.6,14.8,125.2,1011.9,46.9,10.0,231.0,19.8,8,2015-02-19T06:12:39,2015-02-19T18:01:55,0.0,"Rain, Partially cloudy",rain
2015-02-20,33.9,24.0,28.1,35.7,24.0,28.9,19.5,60.8,0.0,0,0.0,rain,32.4,20.5,128.6,1012.0,55.0,10.0,241.0,20.9,9,2015-02-20T06:12:16,2015-02-20T18:02:06,0.04,Partially cloudy,partly-cloudy-day
2015-02-21,32.9,25.0,27.7,35.2,25.0,28.6,20.2,64.9,0.0,0,0.0,rain,46.4,22.3,141.4,1011.5,37.5,10.0,234.0,20.2,9,2015-02-21T06:11:53,2015-02-21T18:02:16,0.08,Partially cloudy,partly-cloudy-day
2015-02-22,33.0,24.0,27.6,35.2,24.0,28.6,20.5,66.1,0.0,0,0.0,rain,27.7,18.4,145.1,1012.1,45.4,10.0,235.0,20.2,9,2015-02-22T06:11:29,2015-02-22T18:02:26,0.11,Partially cloudy,partly-cloudy-day
2015-02-23,32.0,25.0,27.9,35.7,25.0,29.3,21.3,68.3,0.0,0,0.0,rain,31.7,20.5,149.4,1012.0,57.9,10.0,207.7,17.8,8,2015-02-23T06:11:04,2015-02-23T18:02:35,0.14,Partially cloudy,partly-cloudy-day
2015-02-24,32.0,25.0,27.7,34.8,25.0,29.0,21.1,68.3,0.0,0,0.0,rain,23.8,14.8,149.8,1011.1,46.4,10.0,193.5,16.8,8,2015-02-24T06:10:38,2015-02-24T18:02:44,0.18,Partially cloudy,partly-cloudy-day
2015-02-25,30.0,25.0,26.6,31.3,25.0,27.4,20.5,69.9,0.0,0,0.0,rain,31.0,18.4,158.1,1010.5,46.5,10.0,197.3,17.1,7,2015-02-25T06:10:12,2015-02-25T18:02:52,0.21,Partially cloudy,partly-cloudy-day
2015-02-26,33.9,24.0,27.5,35.0,24.0,28.1,20.3,66.6,0.0,0,0.0,rain,51.8,20.5,155.3,1010.4,35.4,9.8,276.8,23.8,10,2015-02-26T06:09:45,2015-02-26T18:03:00,0.25,Partially cloudy,partly-cloudy-day
2015-02-27,35.0,24.9,28.9,37.2,24.9,30.3,21.0,64.7,0.2,100,8.33,rain,42.5,20.5,136.3,1010.2,40.9,9.9,238.5,20.6,8,2015-02-27T06:09:18,2015-02-27T18:03:07,0.28,"Rain, Partially cloudy",rain
2015-02-28,34.0,26.0,28.8,37.2,26.0,30.7,21.6,66.0,0.4,100,12.5,rain,30.6,20.5,144.7,1010.5,39.1,10.0,227.7,19.7,8,2015-02-28T06:08:49,2015-02-28T18:03:14,0.31,"Rain, Partially cloudy",rain
2015-03-01,35.9,26.0,29.5,38.8,26.0,31.2,20.7,60.4,0.0,0,0.0,rain,33.5,18.4,128.0,1010.7,32.7,10.0,267.2,23.1,9,2015-03-01T06:08:21,2015-03-01T18:03:20,0.35,Partially cloudy,partly-cloudy-day
2015-03-02,34.0,24.0,28.3,35.7,24.0,29.3,20.2,63.2,0.0,0,0.0,rain,29.9,22.3,118.1,1011.0,40.4,9.7,273.8,23.6,10,2015-03-02T06:07:51,2015-03-02T18:03:26,0.38,Partially cloudy,partly-cloudy-day
2015-03-03,32.0,25.0,27.9,34.1,25.0,29.0,20.7,65.9,0.0,0,0.0,rain,27.7,16.6,166.6,1009.9,36.0,10.0,254.2,22.1,10,2015-03-03T06:07:21,2015-03-03T18:03:31,0.41,Partially cloudy,partly-cloudy-day
2015-03-04,32.9,26.0,28.2,36.0,26.0,29.6,21.2,66.8,0.1,100,4.17,rain,26.6,18.4,163.9,1010.4,46.5,10.0,227.0,19.5,8,2015-03-04T06:06:51,2015-03-04T18:03:36,0.45,"Rain, Partially cloudy",rain
2015-03-05,33.0,26.0,28.5,34.5,26.0,29.5,20.7,64.3,0.0,0,0.0,rain,32.8,24.1,154.0,1011.6,36.5,10.0,283.6,24.5,10,2015-03-05T06:06:20,2015-03-05T18:03:41,0.48,Partially cloudy,partly-cloudy-day
2015-03-06,34.0,25.0,28.6,35.7,25.0,30.1,21.2,65.9,0.0,0,0.0,rain,36.7,22.3,140.6,1011.1,28.3,10.0,280.0,24.1,10,2015-03-06T06:05:49,2015-03-06T18:03:45,0.5,Partially cloudy,partly-cloudy-day
2015-03-07,34.9,25.0,28.6,37.6,25.0,29.9,20.9,64.7,0.0,0,0.0,rain,34.6,20.5,145.1,1011.1,38.5,10.0,250.7,21.7,10,2015-03-07T06:05:17,2015-03-07T18:03:49,0.55,Partially cloudy,partly-cloudy-day
2015-03-08,34.0,26.0,29.1,35.7,26.0,30.0,18.9,55.5,0.0,0,0.0,rain,38.9,20.5,139.4,1011.9,30.2,10.0,269.7,23.3,10,2015-03-08T06:04:45,2015-03-08T18:03:52,0.58,Partially cloudy,partly-cloudy-day
2015-03-09,35.0,25.0,28.9,36.4,25.0,30.2,20.1,60.7,0.0,0,0.0,rain,36.4,22.3,131.7,1012.7,40.1,10.0,271.9,23.5,9,2015-03-09T06:04:12,2015-03-09T18:03:55,0.62,Partially cloudy,partly-cloudy-day
2015-03-10,35.0,25.0,29.0,36.2,25.0,29.9,19.4,58.0,0.0,0,0.0,rain,35.6,20.5,133.9,1012.5,30.6,10.0,279.9,24.2,10,2015-03-10T06:03:39,2015-03-10T18:03:58,0.65,Partially cloudy,partly-cloudy-day
2015-03-11,35.9,23.9,28.6,35.0,23.9,28.7,17.2,52.4,0.0,0,0.0,rain,35.3,22.3,119.8,1013.4,30.5,10.0,303.3,26.0,10,2015-03-11T06:03:05,2015-03-11T18:04:00,0.69,Partially cloudy,partly-cloudy-day
2015-03-12,34.0,23.9,28.5,35.0,23.9,29.2,18.9,57.6,0.0,0,0.0,rain,38.2,22.3,131.4,1012.8,33.6,9.8,286.6,24.8,10,2015-03-12T06:02:31,2015-03-12T18:04:03,0.72,Partially cloudy,partly-cloudy-day
2015-03-13,34.9,26.0,29.2,35.7,26.0,30.2,19.4,57.2,0.0,0,0.0,rain,40.3,22.3,130.5,1012.6,58.7,10.0,261.7,22.5,10,2015-03-13T06:01:57,2015-03-13T18:04:05,0.75,Partially cloudy,partly-cloudy-day
2015-03-14,34.0,26.0,29.1,36.4,26.0,30.6,20.7,62.0,0.1,100,4.17,rain,40.7,20.5,143.9,1013.5,30.4,10.0,254.1,22.1,9,2015-03-14T06:01:23,2015-03-14T18:04:06,0.75,"Rain, Partially cloudy",rain
2015-03-15,32.9,26.0,28.5,36.0,26.0,30.2,21.2,65.8,0.0,0,0.0,rain,32.0,20.5,154.8,1013.4,40.1,10.0,232.0,20.0,9,2015-03-15T06:00:48,2015-03-15T18:04:08,0.82,Partially cloudy,partly-cloudy-day
2015-03-16,32.9,25.0,28.0,35.2,25.0,29.3,20.9,66.6,0.0,0,0.0,rain,29.2,18.4,152.2,1013.2,30.5,9.9,253.4,22.1,9,2015-03-16T06:00:13,2015-03-16T18:04:09,0.86,Partially cloudy,partly-cloudy-day
2015-03-17,32.9,25.0,27.9,35.2,25.0,28.8,20.3,64.5,0.0,0,0.0,rain,31.7,22.3,162.5,1011.1,36.6,10.0,262.5,22.7,10,2015-03-17T05:59:38,2015-03-17T18:04:10,0.89,Partially cloudy,partly-cloudy-day
2015-03-18,32.0,25.0,27.8,33.4,25.0,28.6,19.7,62.5,0.0,0,0.0,rain,32.0,18.4,159.6,1010.0,44.9,10.0,284.1,24.5,10,2015-03-18T05:59:02,2015-03-18T18:04:11,0.93,Partially cloudy,partly-cloudy-day
2015-03-19,34.9,24.9,28.4,36.8,24.9,29.7,20.2,62.5,0.0,0,0.0,rain,34.6,22.3,164.9,1009.9,25.4,10.0,270.3,23.3,10,2015-03-19T05:58:27,2015-03-19T18:04:11,0.96,Partially cloudy,partly-cloudy-day
2015-03-20,32.0,26.0,28.3,35.7,26.0,29.9,21.0,65.2,0.4,100,16.67,rain,32.0,22.3,146.7,1010.8,47.5,10.0,186.5,16.1,7,2015-03-20T05:57:51,2015-03-20T18:04:12,0.0,"Rain, Partially cloudy",rain
2015-03-21,34.0,25.0,28.6,33.6,25.0,28.9,17.9,54.6,0.0,0,0.0,rain,38.2,24.1,136.1,1012.0,35.9,10.0,274.6,23.8,10,2015-03-21T05:57:15,2015-03-21T18:04:12,0.03,Partially cloudy,partly-cloudy-day
2015-03-22,33.9,25.0,28.7,35.7,25.0,29.8,20.1,61.1,0.1,100,4.17,rain,44.6,22.3,139.7,1011.7,32.9,10.0,266.9,22.9,9,2015-03-22T05:56:39,2015-03-22T18:04:12,0.06,"Rain, Partially cloudy",rain
2015-03-23,34.0,26.0,29.1,35.7,26.0,30.3,19.8,59.0,0.0,0,0.0,rain,34.6,20.5,140.1,1011.0,32.0,10.0,252.3,21.9,9,2015-03-23T05:56:03,2015-03-23T18:04:12,0.09,Partially cloudy,partly-cloudy-day
2015-03-24,34.9,26.0,29.6,36.8,26.0,30.9,19.8,57.5,0.0,0,0.0,rain,34.2,22.3,129.1,1011.4,38.4,10.0,269.3,23.3,10,2015-03-24T05:55:27,2015-03-24T18:04:13,0.13,Partially cloudy,partly-cloudy-day
2015-03-25,36.9,25.0,30.3,38.5,25.0,31.4,18.7,52.1,0.0,0,0.0,rain,38.9,24.1,119.6,1012.0,23.4,10.0,290.2,25.2,10,2015-03-25T05:54:51,2015-03-25T18:04:13,0.16,Partially cloudy,partly-cloudy-day
2015-03-26,36.0,25.0,30.4,38.4,25.0,32.0,19.9,55.4,0.0,0,0.0,rain,38.9,20.5,117.3,1012.8,37.3,9.8,268.0,23.2,10,2015-03-26T05:54:15,2015-03-26T18:04:13,0.19,Partially cloudy,partly-cloudy-day
2015-03-27,36.9,26.0,30.5,40.0,26.0,32.0,19.8,54.5,0.0,0,0.0,rain,42.8,22.3,106.6,1012.6,47.0,9.8,262.3,22.7,9,2015-03-27T05:53:38,2015-03-27T18:04:13,0.25,Partially cloudy,partly-cloudy-day
2015-03-28,36.9,25.0,30.4,39.2,25.0,31.8,19.5,54.0,0.0,0,0.0,rain,46.4,24.1,121.9,1011.1,50.8,10.0,265.7,22.9,9,2015-03-28T05:53:02,2015-03-28T18:04:12,0.26,Partially cloudy,partly-cloudy-day
2015-03-29,36.0,26.0,30.2,39.7,26.0,32.3,20.3,56.6,0.0,0,0.0,rain,38.9,20.5,127.6,1010.2,50.1,10.0,282.1,24.3,9,2015-03-29T05:52:26,2015-03-29T18:04:12,0.29,Partially cloudy,partly-cloudy-day
2015-03-30,35.9,26.0,29.5,39.7,26.0,31.9,21.4,62.6,0.0,0,0.0,rain,33.5,20.5,123.3,1010.4,38.9,10.0,286.5,24.6,10,2015-03-30T05:51:50,2015-03-30T18:04:12,0.32,Partially cloudy,partly-cloudy-day
2015-03-31,34.0,26.0,29.4,37.2,26.0,31.9,21.7,64.1,0.0,0,0.0,rain,35.3,22.3,145.8,1010.5,38.6,10.0,270.1,23.5,10,2015-03-31T05:51:14,2015-03-31T18:04:12,0.36,Partially cloudy,partly-cloudy-day
2015-04-01,33.9,26.0,29.2,38.2,26.0,32.0,22.5,68.3,0.0,0,0.0,rain,30.6,20.5,154.9,1009.9,46.8,10.0,270.6,23.4,10,2015-04-01T05:50:38,2015-04-01T18:04:12,0.39,Partially cloudy,partly-cloudy-day
2015-04-02,34.0,27.0,29.6,38.2,29.5,32.7,22.4,66.4,0.1,100,4.17,rain,23.8,18.4,167.6,1008.3,59.6,10.0,260.9,22.6,10,2015-04-02T05:50:03,2015-04-02T18:04:13,0.42,"Rain, Partially cloudy",rain
2015-04-03,34.9,27.0,29.7,40.5,29.5,33.5,23.1,68.5,0.7,100,12.5,rain,30.2,22.3,179.2,1006.7,40.7,9.8,237.1,20.4,10,2015-04-03T05:49:27,2015-04-03T18:04:13,0.46,"Rain, Partially cloudy",rain
2015-04-04,34.9,27.0,29.8,39.4,30.0,33.4,22.8,67.6,0.1,100,4.17,rain,33.8,20.5,156.0,1007.0,51.2,10.0,278.4,24.0,9,2015-04-04T05:48:52,2015-04-04T18:04:13,0.5,"Rain, Partially cloudy",rain
2015-04-05,32.0,27.0,29.3,34.8,29.5,32.1,21.9,65.6,0.1,100,4.17,rain,28.4,14.8,162.6,1008.0,58.0,10.0,253.9,21.9,9,2015-04-05T05:48:17,2015-04-05T18:04:14,0.52,"Rain, Partially cloudy",rain
2015-04-06,34.0,27.0,29.7,37.2,29.1,32.2,21.3,62.2,0.0,0,0.0,rain,28.1,18.4,160.8,1008.5,40.1,10.0,268.9,23.2,10,2015-04-06T05:47:42,2015-04-06T18:04:14,0.56,Partially cloudy,partly-cloudy-day
2015-04-07,36.0,27.0,30.1,38.8,29.1,32.9,21.9,63.6,0.0,0,0.0,rain,40.7,22.3,135.5,1008.8,41.6,9.5,283.1,24.5,9,2015-04-07T05:47:07,2015-04-07T18:04:15,0.59,Partially cloudy,partly-cloudy-day
2015-04-08,36.9,26.9,30.4,38.0,28.7,31.9,19.4,53.9,0.0,0,0.0,rain,42.5,25.9,134.0,1009.5,21.1,10.0,311.6,27.1,10,2015-04-08T05:46:33,2015-04-08T18:04:16,0.63,Partially cloudy,partly-cloudy-day
2015-04-09,36.0,27.0,30.5,36.8,28.4,32.1,19.5,53.4,0.0,0,0.0,rain,46.4,20.5,126.5,1010.1,30.3,10.0,291.5,25.2,10,2015-04-09T05:45:58,2015-04-09T18:04:17,0.66,Partially cloudy,partly-cloudy-day
2015-04-10,35.9,27.0,30.4,37.6,29.1,32.5,20.5,57.1,0.0,0,0.0,rain,33.8,22.3,130.0,1010.0,35.6,9.9,272.3,23.6,9,2015-04-10T05:45:25,2015-04-10T18:04:18,0.7,Partially cloudy,partly-cloudy-day
2015-04-11,35.0,28.0,30.5,37.6,30.0,32.8,20.7,57.2,0.0,0,0.0,rain,40.7,22.3,131.5,1010.9,38.0,10.0,255.7,22.1,9,2015-04-11T05:44:51,2015-04-11T18:04:20,0.73,Partially cloudy,partly-cloudy-day
2015-04-12,33.9,25.0,29.3,37.2,25.0,32.0,21.9,65.2,0.6,100,4.17,rain,29.9,22.3,173.6,1012.2,51.1,9.8,248.6,21.5,8,2015-04-12T05:44:18,2015-04-12T18:04:21,0.75,"Rain, Partially cloudy",rain
2015-04-13,33.0,24.0,27.0,36.0,24.0,28.2,22.1,76.2,23.8,100,50.0,rain,32.4,25.9,41.5,1012.0,66.5,9.0,211.1,18.4,9,2015-04-13T05:43:45,2015-04-13T18:04:23,0.8,"Rain, Partially cloudy",rain
